id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source
t1,u_user5,a_checking,2024-01-01,2594.77,Acme Inc.,PAYROLL,Income,true,0,synthetic
t12,u_user5,a_checking,2024-01-01,-51.5,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t31,u_user5,a_checking,2024-01-01,-53.44,Lyft,LYFT TRIP 5193,rideshare,false,4121,synthetic
t32,u_user5,a_checking,2024-01-01,-51.78,Lyft,LYFT TRIP 6588,rideshare,false,4121,synthetic
t3,u_user5,a_checking,2024-01-02,-1495.12,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t15,u_user5,a_checking,2024-01-03,-73.1,Chevron,CHEVRON OIL 8015,gas,false,5541,synthetic
t11,u_user5,a_checking,2024-01-04,-114.91,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t25,u_user5,a_checking,2024-01-05,-3.15,Starbucks,STARBUCKS 4376,coffee,false,5814,synthetic
t7,u_user5,a_credit,2024-01-05,-13.19,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t26,u_user5,a_checking,2024-01-06,-4.82,Starbucks,STARBUCKS 5858,coffee,false,5814,synthetic
t33,u_user5,a_credit,2024-01-06,-362.23,Amazon,AMZN Mktp US*A7394,shopping,false,5942,synthetic
t8,u_user5,a_credit,2024-01-06,-7.98,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t9,u_user5,a_credit,2024-01-07,-2.98,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t16,u_user5,a_checking,2024-01-08,-42.25,Chevron,CHEVRON OIL 6520,gas,false,5541,synthetic
t18,u_user5,a_checking,2024-01-09,-23.27,Local Diner,LOCAL DINER 6479,restaurants,false,5812,synthetic
t30,u_user5,a_checking,2024-01-10,-7.69,Starbucks,STARBUCKS 6131,coffee,false,5814,synthetic
t4,u_user5,a_checking,2024-01-10,-79.61,Electric Co,,utilities,true,4900,synthetic
t5,u_user5,a_checking,2024-01-12,-61.06,Comcast,HOME INTERNET,internet,true,4816,synthetic
t13,u_user5,a_checking,2024-01-13,-105.09,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t22,u_user5,a_checking,2024-01-13,-37.59,Panera Bread,PANERA BREAD 4439,restaurants,false,5812,synthetic
t6,u_user5,a_checking,2024-01-14,-42.88,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t2,u_user5,a_checking,2024-01-15,2447.88,Acme Inc.,PAYROLL,Income,true,0,synthetic
t24,u_user5,a_checking,2024-01-15,-7.71,Starbucks,STARBUCKS 9168,coffee,false,5814,synthetic
t19,u_user5,a_checking,2024-01-16,-35.27,Chipotle,CHIPOTLE 1973,restaurants,false,5812,synthetic
t27,u_user5,a_checking,2024-01-16,-5.44,Starbucks,,coffee,false,5814,synthetic
t29,u_user5,a_checking,2024-01-19,-5.45,Starbucks,,coffee,false,5814,synthetic
t20,u_user5,a_checking,2024-01-20,-28.79,Chipotle,CHIPOTLE 9974,restaurants,false,5812,synthetic
t10,u_user5,a_checking,2024-01-22,-104.64,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t28,u_user5,a_checking,2024-01-23,-4.35,Starbucks,,coffee,false,5814,synthetic
t21,u_user5,a_checking,2024-01-24,-23.84,Panera Bread,,restaurants,false,5812,synthetic
t14,u_user5,a_checking,2024-01-26,-97.95,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t23,u_user5,a_checking,2024-01-26,-3.15,Starbucks,STARBUCKS 5609,coffee,false,5814,synthetic
t17,u_user5,a_checking,2024-01-29,-22.08,Local Diner,,restaurants,false,5812,synthetic
t34,u_user5,a_checking,2024-02-01,2584.09,Acme Inc.,PAYROLL,Income,true,0,synthetic
t47,u_user5,a_checking,2024-02-01,-128.94,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t65,u_user5,a_credit,2024-02-01,-124.39,Best Buy,BESTBUY #9642,electronics,false,5732,synthetic
t66,u_user5,a_credit,2024-02-01,-142.43,Amazon,AMZN Mktp US*A7426,shopping,false,5942,synthetic
t36,u_user5,a_checking,2024-02-02,-1523.03,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t52,u_user5,a_checking,2024-02-03,-26.89,Local Diner,LOCAL DINER 8645,restaurants,false,5812,synthetic
t55,u_user5,a_checking,2024-02-03,-13.6,Chipotle,CHIPOTLE 4944,restaurants,false,5812,synthetic
t59,u_user5,a_checking,2024-02-04,-3.8,Starbucks,STARBUCKS 1079,coffee,false,5814,synthetic
t40,u_user5,a_credit,2024-02-05,-13.13,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t41,u_user5,a_credit,2024-02-06,-8.12,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t42,u_user5,a_credit,2024-02-07,-2.88,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t68,u_user5,a_checking,2024-02-07,-86.85,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic
t54,u_user5,a_checking,2024-02-09,-35.65,Chipotle,CHIPOTLE 8371,restaurants,false,5812,synthetic
t60,u_user5,a_checking,2024-02-09,-7.34,Starbucks,STARBUCKS 5518,coffee,false,5814,synthetic
t37,u_user5,a_checking,2024-02-10,-81.9,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t63,u_user5,a_checking,2024-02-11,-4.5,Starbucks,,coffee,false,5814,synthetic
t69,u_user5,a_checking,2024-02-11,-195.14,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
